# BUSCO version is: 5.8.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2024-01-08, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
424392at33208	Complete	JBWBEE010000136.1	207007	209379	+	408.8	232	https://v10-1.orthodb.org/?query=424392at33208	DNA-directed RNA polymerase, insert domain
424569at33208	Complete	JBWBEE010000038.1	290158	288052	-	252.3	160	https://v10-1.orthodb.org/?query=424569at33208	IST1 homolog isoform X1
424646at33208	Complete	JBWBEE010000480.1	20741	23532	+	171.2	200	https://v10-1.orthodb.org/?query=424646at33208	peroxisomal membrane protein PEX14
427349at33208	Complete	JBWBEE010000132.1	4022	11769	+	390.4	243	https://v10-1.orthodb.org/?query=427349at33208	Deoxyribose-phosphate aldolase
427789at33208	Complete	JBWBEE010000254.1	34206	11438	-	548.6	396	https://v10-1.orthodb.org/?query=427789at33208	Peptidase M16, C-terminal
428202at33208	Complete	JBWBEE010000015.1	348904	343709	-	574.0	350	https://v10-1.orthodb.org/?query=428202at33208	2-oxoacid dehydrogenase acyltransferase, catalytic domain
428754at33208	Complete	JBWBEE010000173.1	107590	103059	-	314.8	313	https://v10-1.orthodb.org/?query=428754at33208	protein AATF
429011at33208	Complete	JBWBEE010001857.1	5187	8285	+	171.2	168	https://v10-1.orthodb.org/?query=429011at33208	DTW
429274at33208	Complete	JBWBEE010000426.1	36568	35599	-	246.8	188	https://v10-1.orthodb.org/?query=429274at33208	Replication termination factor 2
429751at33208	Complete	JBWBEE010000891.1	47829	43693	-	265.9	386	https://v10-1.orthodb.org/?query=429751at33208	Pumilio RNA-binding repeat
430701at33208	Complete	JBWBEE010000114.1	151332	149649	-	188.6	188	https://v10-1.orthodb.org/?query=430701at33208	Cyclin, N-terminal
432050at33208	Complete	JBWBEE010000373.1	66121	67662	+	432.9	244	https://v10-1.orthodb.org/?query=432050at33208	Ribosomal protein L10P
432155at33208	Complete	JBWBEE010005211.1	5683	2105	-	206.7	164	https://v10-1.orthodb.org/?query=432155at33208	Metallo-beta-lactamase
432287at33208	Complete	JBWBEE010000469.1	16141	11608	-	166.9	242	https://v10-1.orthodb.org/?query=432287at33208	RAD17 checkpoint clamp loader component
432522at33208	Complete	JBWBEE010000073.1	28540	30043	+	135.8	121	https://v10-1.orthodb.org/?query=432522at33208	Thioredoxin domain
433216at33208	Complete	JBWBEE010000210.1	125361	122769	-	378.4	257	https://v10-1.orthodb.org/?query=433216at33208	WD40 repeat
433606at33208	Complete	JBWBEE010001586.1	1574	3076	+	141.6	165	https://v10-1.orthodb.org/?query=433606at33208	F-box domain
434068at33208	Complete	JBWBEE010000135.1	178877	172046	-	543.6	392	https://v10-1.orthodb.org/?query=434068at33208	Pre-mRNA-splicing factor 3
434863at33208	Complete	JBWBEE010000152.1	182637	185715	+	341.1	246	https://v10-1.orthodb.org/?query=434863at33208	Ribosome production factor 2 homolog
435253at33208	Complete	JBWBEE010000235.1	22769	30546	+	205.3	272	https://v10-1.orthodb.org/?query=435253at33208	WD40 repeat
435678at33208	Complete	JBWBEE010002867.1	2439	16968	+	261.3	270	https://v10-1.orthodb.org/?query=435678at33208	tRNA (guanine(10)-N2)-methyltransferase homolog
435921at33208	Complete	JBWBEE010000063.1	165667	173667	+	178.1	108	https://v10-1.orthodb.org/?query=435921at33208	GNAT domain
435939at33208	Complete	JBWBEE010000373.1	105828	95159	-	203.7	166	https://v10-1.orthodb.org/?query=435939at33208	Enoyl-CoA hydratase/isomerase
436007at33208	Complete	JBWBEE010000718.1	44633	39631	-	630.3	410	https://v10-1.orthodb.org/?query=436007at33208	SUMO-activating enzyme subunit 2
436098at33208	Complete	JBWBEE010000005.1	452174	450811	-	237.1	201	https://v10-1.orthodb.org/?query=436098at33208	Methyltransferase type 11
436539at33208	Complete	JBWBEE010000039.1	304692	306456	+	242.2	186	https://v10-1.orthodb.org/?query=436539at33208	Eukaryotic translation initiation factor 3 subunit G
437653at33208	Complete	JBWBEE010001274.1	34871	42089	+	167.6	137	https://v10-1.orthodb.org/?query=437653at33208	Ribosomal protein S2
438133at33208	Complete	JBWBEE010000323.1	83473	80246	-	509.8	303	https://v10-1.orthodb.org/?query=438133at33208	60S ribosomal protein L4
438433at33208	Complete	JBWBEE010000660.1	63562	66385	+	364.8	200	https://v10-1.orthodb.org/?query=438433at33208	Proteasome subunit alpha type
438453at33208	Complete	JBWBEE010000023.1	92495	101465	+	441.8	248	https://v10-1.orthodb.org/?query=438453at33208	KRR1 small subunit processome component
439736at33208	Complete	JBWBEE010000083.1	269139	258399	-	540.5	359	https://v10-1.orthodb.org/?query=439736at33208	WD40 repeat
440195at33208	Complete	JBWBEE010000189.1	128640	118500	-	287.2	210	https://v10-1.orthodb.org/?query=440195at33208	DNA-directed RNA polymerase III subunit RPC6
440493at33208	Complete	JBWBEE010000297.1	124780	118650	-	276.2	274	https://v10-1.orthodb.org/?query=440493at33208	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
441575at33208	Complete	JBWBEE010000018.1	28650	22261	-	583.6	620	https://v10-1.orthodb.org/?query=441575at33208	dynein assembly factor 5, axonemal
442169at33208	Complete	JBWBEE010000082.1	133989	146211	+	412.0	328	https://v10-1.orthodb.org/?query=442169at33208	Zinc finger, double-stranded RNA binding
442203at33208	Complete	JBWBEE010000879.1	2180	8879	+	491.0	346	https://v10-1.orthodb.org/?query=442203at33208	Glycosyl transferase, family 1
442823at33208	Complete	JBWBEE010000052.1	266446	272450	+	374.4	319	https://v10-1.orthodb.org/?query=442823at33208	UBX domain
443305at33208	Complete	JBWBEE010000122.1	96267	112748	+	402.6	417	https://v10-1.orthodb.org/?query=443305at33208	Nucleoporin Nup85-like
443518at33208	Complete	JBWBEE010000229.1	45087	50070	+	376.7	234	https://v10-1.orthodb.org/?query=443518at33208	Tetratricopeptide repeat
443659at33208	Complete	JBWBEE010000178.1	91758	89260	-	158.2	119	https://v10-1.orthodb.org/?query=443659at33208	Ribosomal protein L22/L17
443928at33208	Complete	JBWBEE010000249.1	149002	144136	-	439.6	291	https://v10-1.orthodb.org/?query=443928at33208	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase
444160at33208	Complete	JBWBEE010001909.1	17822	15440	-	299.5	190	https://v10-1.orthodb.org/?query=444160at33208	tRNA (guanine-N(7)-)-methyltransferase
444231at33208	Complete	JBWBEE010000226.1	125295	128340	+	159.0	126	https://v10-1.orthodb.org/?query=444231at33208	Lysine methyltransferase
445031at33208	Complete	JBWBEE010000009.1	38082	39156	+	360.1	310	https://v10-1.orthodb.org/?query=445031at33208	DnaJ domain
445034at33208	Missing
445091at33208	Complete	JBWBEE010000069.1	203990	198990	-	244.0	302	https://v10-1.orthodb.org/?query=445091at33208	Ribosomal protein S23/S29, mitochondrial
446000at33208	Complete	JBWBEE010000188.1	127504	122324	-	319.5	212	https://v10-1.orthodb.org/?query=446000at33208	Isoprenylcysteine carboxyl methyltransferase
446031at33208	Complete	JBWBEE010000017.1	379027	376699	-	312.0	218	https://v10-1.orthodb.org/?query=446031at33208	Arrestin-like, N-terminal
447320at33208	Complete	JBWBEE010000012.1	359822	362353	+	217.5	233	https://v10-1.orthodb.org/?query=447320at33208	WD40 repeat
447400at33208	Complete	JBWBEE010000006.1	505983	503065	-	145.7	164	https://v10-1.orthodb.org/?query=447400at33208	Cyclin Pas1/PHO80 domain containing 1
448196at33208	Complete	JBWBEE010000389.1	100130	100907	+	375.9	220	https://v10-1.orthodb.org/?query=448196at33208	Ribosomal protein S8e/ribosomal biogenesis NSA2
448514at33208	Complete	JBWBEE010003634.1	1371	636	-	214.0	188	https://v10-1.orthodb.org/?query=448514at33208	WD40 repeat
449056at33208	Complete	JBWBEE010000327.1	88502	96019	+	257.2	198	https://v10-1.orthodb.org/?query=449056at33208	CDK-activating kinase assembly factor MAT1
449139at33208	Complete	JBWBEE010006662.1	253	3790	+	295.8	179	https://v10-1.orthodb.org/?query=449139at33208	WD40 repeat
449189at33208	Complete	JBWBEE010000080.1	44684	51559	+	619.9	401	https://v10-1.orthodb.org/?query=449189at33208	Eukaryotic translation initiation factor 3 subunit L
450643at33208	Complete	JBWBEE010001649.1	15956	11872	-	159.6	198	https://v10-1.orthodb.org/?query=450643at33208	BCP1 family
450785at33208	Complete	JBWBEE010002156.1	18728	20542	+	134.3	94	https://v10-1.orthodb.org/?query=450785at33208	Ribosomal protein L3
451242at33208	Complete	JBWBEE010000328.1	113291	108910	-	227.3	208	https://v10-1.orthodb.org/?query=451242at33208	General transcription factor IIH subunit 3
451957at33208	Complete	JBWBEE010000052.1	95119	77153	-	453.6	277	https://v10-1.orthodb.org/?query=451957at33208	ASH2 like histone lysine methyltransferase complex subunit
452208at33208	Complete	JBWBEE010000338.1	133359	129088	-	237.1	192	https://v10-1.orthodb.org/?query=452208at33208	UNC-50
452499at33208	Complete	JBWBEE010000288.1	143127	138547	-	344.0	274	https://v10-1.orthodb.org/?query=452499at33208	carnosine N-methyltransferase
452574at33208	Complete	JBWBEE010000601.1	64837	60416	-	475.4	384	https://v10-1.orthodb.org/?query=452574at33208	Mannosyltransferase
453049at33208	Complete	JBWBEE010000062.1	176564	172592	-	350.4	362	https://v10-1.orthodb.org/?query=453049at33208	Sin1, middle CRIM domain
453052at33208	Complete	JBWBEE010000564.1	83085	89319	+	398.2	329	https://v10-1.orthodb.org/?query=453052at33208	WD40 repeat
453056at33208	Complete	JBWBEE010000107.1	159793	172472	+	518.6	370	https://v10-1.orthodb.org/?query=453056at33208	COP9 signalosome complex subunit 3
453687at33208	Complete	JBWBEE010002262.1	9889	5641	-	266.5	227	https://v10-1.orthodb.org/?query=453687at33208	Diphosphomevalonate decarboxylase
454911at33208	Complete	JBWBEE010000400.1	99941	66159	-	698.7	641	https://v10-1.orthodb.org/?query=454911at33208	Vacuolar protein sorting-associated protein 54, C-terminal
455512at33208	Duplicated	JBWBEE010000004.1	532241	525093	-	212.3	179	https://v10-1.orthodb.org/?query=455512at33208	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
455512at33208	Duplicated	JBWBEE010000027.1	141305	133124	-	221.0	175	https://v10-1.orthodb.org/?query=455512at33208	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
455941at33208	Complete	JBWBEE010000321.1	67125	65643	-	244.5	193	https://v10-1.orthodb.org/?query=455941at33208	Target SNARE coiled-coil homology domain
456998at33208	Complete	JBWBEE010000028.1	86944	83688	-	224.6	216	https://v10-1.orthodb.org/?query=456998at33208	DnaJ domain
457777at33208	Complete	JBWBEE010002516.1	11732	8678	-	549.6	320	https://v10-1.orthodb.org/?query=457777at33208	COP9 signalosome complex subunit 4, helix turn helix domain
458807at33208	Complete	JBWBEE010000798.1	38219	34917	-	411.4	250	https://v10-1.orthodb.org/?query=458807at33208	Eukaryotic translation initiation factor 3 subunit I
458974at33208	Complete	JBWBEE010000752.1	30787	27174	-	153.7	144	https://v10-1.orthodb.org/?query=458974at33208	Sas10 C-terminal domain
458988at33208	Complete	JBWBEE010000612.1	19689	31071	+	651.9	459	https://v10-1.orthodb.org/?query=458988at33208	negative elongation factor C/D
459253at33208	Complete	JBWBEE010000441.1	68278	71479	+	328.8	212	https://v10-1.orthodb.org/?query=459253at33208	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
460044at33208	Complete	JBWBEE010000321.1	121360	91116	-	423.8	315	https://v10-1.orthodb.org/?query=460044at33208	Uncharacterised protein family UPF0183
460518at33208	Complete	JBWBEE010002839.1	13623	7525	-	229.6	149	https://v10-1.orthodb.org/?query=460518at33208	Galactose-1-phosphate uridyl transferase, C-terminal
461123at33208	Complete	JBWBEE010001100.1	12782	376	-	174.2	175	https://v10-1.orthodb.org/?query=461123at33208	TAP46-like protein
461193at33208	Complete	JBWBEE010000093.1	139156	144218	+	221.7	196	https://v10-1.orthodb.org/?query=461193at33208	Translocation protein Sec62
462325at33208	Complete	JBWBEE010000550.1	82835	65594	-	377.6	295	https://v10-1.orthodb.org/?query=462325at33208	Actin family
462897at33208	Complete	JBWBEE010001143.1	4550	7026	+	425.2	336	https://v10-1.orthodb.org/?query=462897at33208	FAD/NAD(P)-binding domain
463071at33208	Complete	JBWBEE010000338.1	118624	110678	-	289.3	251	https://v10-1.orthodb.org/?query=463071at33208	WD40 repeat
464204at33208	Complete	JBWBEE010006105.1	77	2363	+	349.4	238	https://v10-1.orthodb.org/?query=464204at33208	Winged helix-like DNA-binding domain superfamily
464243at33208	Complete	JBWBEE010000041.1	230926	240287	+	72.6	84	https://v10-1.orthodb.org/?query=464243at33208	INO80 complex subunit B
464286at33208	Complete	JBWBEE010000177.1	23276	42849	+	427.5	385	https://v10-1.orthodb.org/?query=464286at33208	Tetratricopeptide repeat
464312at33208	Complete	JBWBEE010000652.1	35050	70211	+	266.3	292	https://v10-1.orthodb.org/?query=464312at33208	Membrane-bound transcription factor site-2 protease
464987at33208	Complete	JBWBEE010000429.1	97984	94219	-	269.1	166	https://v10-1.orthodb.org/?query=464987at33208	Ribosomal biogenesis, methyltransferase, EMG1/NEP1
465092at33208	Complete	JBWBEE010002407.1	813	12036	+	328.9	221	https://v10-1.orthodb.org/?query=465092at33208	cyclin-K
465401at33208	Complete	JBWBEE010000661.1	37759	39192	+	257.4	210	https://v10-1.orthodb.org/?query=465401at33208	Glycosyl transferase, family 31
465512at33208	Complete	JBWBEE010000031.1	252096	240632	-	898.9	832	https://v10-1.orthodb.org/?query=465512at33208	Integrator complex subunit 2
465651at33208	Complete	JBWBEE010000025.1	61228	58126	-	139.9	150	https://v10-1.orthodb.org/?query=465651at33208	U6 snRNA phosphodiesterase
465703at33208	Complete	JBWBEE010000113.1	26289	25410	-	284.7	204	https://v10-1.orthodb.org/?query=465703at33208	Tetratricopeptide repeat
465933at33208	Complete	JBWBEE010000560.1	93621	97640	+	319.1	240	https://v10-1.orthodb.org/?query=465933at33208	NADH dehydrogenase 
466616at33208	Complete	JBWBEE010000133.1	199479	192810	-	588.5	530	https://v10-1.orthodb.org/?query=466616at33208	Nucleolar complex protein 2
466942at33208	Complete	JBWBEE010000097.1	13501	18776	+	133.6	192	https://v10-1.orthodb.org/?query=466942at33208	peroxisome biogenesis factor 2
467106at33208	Complete	JBWBEE010000218.1	109282	121309	+	346.1	253	https://v10-1.orthodb.org/?query=467106at33208	Zinc finger, CCCH-type
467142at33208	Duplicated	JBWBEE010002975.1	15116	5672	-	296.7	314	https://v10-1.orthodb.org/?query=467142at33208	F-box domain
467142at33208	Duplicated	JBWBEE010004418.1	402	8118	+	297.2	313	https://v10-1.orthodb.org/?query=467142at33208	F-box domain
467744at33208	Complete	JBWBEE010001319.1	33049	16166	-	303.8	263	https://v10-1.orthodb.org/?query=467744at33208	TMEM115/Pdh1/Rbl19
468248at33208	Complete	JBWBEE010000386.1	34661	22520	-	413.4	270	https://v10-1.orthodb.org/?query=468248at33208	Vacuole membrane protein 1
468359at33208	Complete	JBWBEE010000749.1	60384	55442	-	427.7	325	https://v10-1.orthodb.org/?query=468359at33208	CCR4-NOT transcription complex subunit 11
468631at33208	Complete	JBWBEE010000547.1	17960	21001	+	179.1	175	https://v10-1.orthodb.org/?query=468631at33208	ATP synthase mitochondrial F1 complex assembly factor 2
468710at33208	Complete	JBWBEE010000053.1	226367	223198	-	151.0	159	https://v10-1.orthodb.org/?query=468710at33208	RDD
468757at33208	Complete	JBWBEE010000490.1	35336	32269	-	361.7	270	https://v10-1.orthodb.org/?query=468757at33208	XPG N-terminal
469367at33208	Complete	JBWBEE010000311.1	78345	70814	-	338.7	275	https://v10-1.orthodb.org/?query=469367at33208	Intra-flagellar transport protein 57
470197at33208	Complete	JBWBEE010000038.1	30835	34781	+	295.1	314	https://v10-1.orthodb.org/?query=470197at33208	WD40 repeat
470523at33208	Complete	JBWBEE010000187.1	22226	18298	-	255.4	196	https://v10-1.orthodb.org/?query=470523at33208	Galactosyltransferase, C-terminal
471608at33208	Complete	JBWBEE010001444.1	9888	14516	+	286.6	215	https://v10-1.orthodb.org/?query=471608at33208	Tetrapyrrole methylase
471787at33208	Complete	JBWBEE010000131.1	180021	181533	+	391.7	271	https://v10-1.orthodb.org/?query=471787at33208	Thyroid hormone receptor interactor 4
472313at33208	Complete	JBWBEE010000214.1	60958	52468	-	382.4	250	https://v10-1.orthodb.org/?query=472313at33208	Electron transfer flavoprotein, alpha subunit, C-terminal
472352at33208	Complete	JBWBEE010000326.1	75885	80853	+	198.2	215	https://v10-1.orthodb.org/?query=472352at33208	WD40 repeat
473106at33208	Complete	JBWBEE010000662.1	21478	18209	-	416.0	289	https://v10-1.orthodb.org/?query=473106at33208	DNA/RNA-binding protein KIN17
474144at33208	Complete	JBWBEE010000356.1	12919	8560	-	239.8	174	https://v10-1.orthodb.org/?query=474144at33208	60S ribosomal protein L6
474302at33208	Complete	JBWBEE010000042.1	204968	201906	-	252.5	265	https://v10-1.orthodb.org/?query=474302at33208	Eukaryotic translation initiation factor 2B subunit gamma
474387at33208	Complete	JBWBEE010001653.1	30934	22203	-	361.9	295	https://v10-1.orthodb.org/?query=474387at33208	DNA methyltransferase 1-associated 1
475826at33208	Complete	JBWBEE010001711.1	3693	4542	+	232.0	209	https://v10-1.orthodb.org/?query=475826at33208	Transcription initiation factor IIE subunit beta
476036at33208	Complete	JBWBEE010000189.1	96498	99283	+	340.0	239	https://v10-1.orthodb.org/?query=476036at33208	protein MEMO1
477052at33208	Complete	JBWBEE010000812.1	66327	67254	+	333.0	233	https://v10-1.orthodb.org/?query=477052at33208	ubiA prenyltransferase domain-containing protein 1
477939at33208	Complete	JBWBEE010001867.1	25429	22186	-	276.1	277	https://v10-1.orthodb.org/?query=477939at33208	MOFRL domain
477998at33208	Complete	JBWBEE010000160.1	36500	6841	-	343.2	475	https://v10-1.orthodb.org/?query=477998at33208	Nucleoporin Nup88
478073at33208	Complete	JBWBEE010000488.1	48229	46377	-	403.3	227	https://v10-1.orthodb.org/?query=478073at33208	Ribosomal protein L2
478984at33208	Complete	JBWBEE010000118.1	60864	58301	-	347.5	243	https://v10-1.orthodb.org/?query=478984at33208	tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14
480700at33208	Complete	JBWBEE010000541.1	55811	55007	-	175.0	161	https://v10-1.orthodb.org/?query=480700at33208	Translin family
480735at33208	Complete	JBWBEE010000925.1	37664	43891	+	323.8	244	https://v10-1.orthodb.org/?query=480735at33208	Coatomer subunit epsilon
481557at33208	Complete	JBWBEE010000023.1	367993	371438	+	244.4	273	https://v10-1.orthodb.org/?query=481557at33208	Ribosome biogenesis protein NOP53
482691at33208	Complete	JBWBEE010000240.1	88350	91101	+	417.7	247	https://v10-1.orthodb.org/?query=482691at33208	Autophagy-related protein 3
483489at33208	Complete	JBWBEE010000929.1	21536	15836	-	344.1	283	https://v10-1.orthodb.org/?query=483489at33208	AAR2, C-terminal
485003at33208	Complete	JBWBEE010000684.1	38122	32420	-	283.4	206	https://v10-1.orthodb.org/?query=485003at33208	Autophagy protein 5
485696at33208	Complete	JBWBEE010000472.1	12010	19409	+	231.0	223	https://v10-1.orthodb.org/?query=485696at33208	checkpoint protein HUS1
486370at33208	Complete	JBWBEE010001653.1	6846	9551	+	254.3	283	https://v10-1.orthodb.org/?query=486370at33208	Tetratricopeptide repeat
486431at33208	Complete	JBWBEE010000259.1	69141	33616	-	401.3	372	https://v10-1.orthodb.org/?query=486431at33208	Small-subunit processome, Utp14
486743at33208	Complete	JBWBEE010000006.1	467108	463642	-	157.4	177	https://v10-1.orthodb.org/?query=486743at33208	Vesicle transport protein, Use1
486993at33208	Complete	JBWBEE010000734.1	31129	34995	+	311.8	248	https://v10-1.orthodb.org/?query=486993at33208	Chromosome 12 open reading frame 10
487873at33208	Complete	JBWBEE010000496.1	70140	69675	-	132.5	125	https://v10-1.orthodb.org/?query=487873at33208	COMM domain
487987at33208	Fragmented	JBWBEE010003479.1	1370	168	-	90.5	76	https://v10-1.orthodb.org/?query=487987at33208	Mitochondrial inner membrane protease ATP23
488559at33208	Complete	JBWBEE010000006.1	100333	98387	-	152.6	138	https://v10-1.orthodb.org/?query=488559at33208	Eukaryotic translation initiation factor 3 subunit K
488635at33208	Complete	JBWBEE010000135.1	11995	19888	+	305.3	239	https://v10-1.orthodb.org/?query=488635at33208	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6
489359at33208	Complete	JBWBEE010001901.1	22170	26394	+	180.0	205	https://v10-1.orthodb.org/?query=489359at33208	Renin receptor-like
489858at33208	Complete	JBWBEE010000023.1	198967	201924	+	218.1	174	https://v10-1.orthodb.org/?query=489858at33208	Zinc finger protein-like 1
489997at33208	Complete	JBWBEE010000327.1	40852	48647	+	299.4	309	https://v10-1.orthodb.org/?query=489997at33208	Helicase, C-terminal
490248at33208	Complete	JBWBEE010000128.1	198983	215455	+	214.2	167	https://v10-1.orthodb.org/?query=490248at33208	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
490961at33208	Complete	JBWBEE010000468.1	29038	26076	-	205.0	282	https://v10-1.orthodb.org/?query=490961at33208	Anticodon-binding
491252at33208	Duplicated	JBWBEE010002284.1	9965	19999	+	191.5	179	https://v10-1.orthodb.org/?query=491252at33208	Surfeit locus 1/Shy1
491252at33208	Duplicated	JBWBEE010004077.1	6836	3771	-	174.1	166	https://v10-1.orthodb.org/?query=491252at33208	Surfeit locus 1/Shy1
491289at33208	Complete	JBWBEE010000015.1	145678	140234	-	319.7	244	https://v10-1.orthodb.org/?query=491289at33208	solute carrier family 35 member E1
492033at33208	Complete	JBWBEE010000151.1	183942	179532	-	298.6	172	https://v10-1.orthodb.org/?query=492033at33208	glucose-induced degradation protein 4 homolog
493148at33208	Complete	JBWBEE010001321.1	42409	38829	-	167.7	193	https://v10-1.orthodb.org/?query=493148at33208	Spo11/DNA topoisomerase VI subunit A
493505at33208	Complete	JBWBEE010000212.1	62349	53259	-	319.2	189	https://v10-1.orthodb.org/?query=493505at33208	Class II aldolase/adducin N-terminal
493913at33208	Complete	JBWBEE010000155.1	25877	18868	-	422.2	330	https://v10-1.orthodb.org/?query=493913at33208	microfibrillar-associated protein 1
494057at33208	Fragmented	JBWBEE010000170.1	176226	177706	+	129.5	127	https://v10-1.orthodb.org/?query=494057at33208	Mediator of RNA polymerase II transcription subunit 18
495100at33208	Complete	JBWBEE010001000.1	42025	36974	-	406.9	218	https://v10-1.orthodb.org/?query=495100at33208	ATPase, AAA-type, conserved site
495175at33208	Complete	JBWBEE010000876.1	16419	20770	+	242.9	182	https://v10-1.orthodb.org/?query=495175at33208	Alanine racemase, N-terminal
495207at33208	Complete	JBWBEE010003125.1	7705	3719	-	274.0	239	https://v10-1.orthodb.org/?query=495207at33208	ATPase, BadF/BadG/BcrA/BcrD type
495311at33208	Complete	JBWBEE010000627.1	31603	30976	-	273.1	164	https://v10-1.orthodb.org/?query=495311at33208	PITH domain
495329at33208	Complete	JBWBEE010000087.1	51241	53086	+	206.7	177	https://v10-1.orthodb.org/?query=495329at33208	Exoribonuclease, phosphorolytic domain 1
495389at33208	Complete	JBWBEE010000345.1	118381	119086	+	136.9	157	https://v10-1.orthodb.org/?query=495389at33208	calcyclin-binding protein
495605at33208	Complete	JBWBEE010000768.1	11298	2916	-	396.1	228	https://v10-1.orthodb.org/?query=495605at33208	Brix domain
495802at33208	Missing
495926at33208	Complete	JBWBEE010001426.1	21026	19886	-	151.9	173	https://v10-1.orthodb.org/?query=495926at33208	tRNA intron endonuclease, catalytic domain-like
496070at33208	Complete	JBWBEE010000472.1	41781	42642	+	179.7	179	https://v10-1.orthodb.org/?query=496070at33208	RNase P subunit p30
496219at33208	Complete	JBWBEE010000062.1	254376	259850	+	396.2	248	https://v10-1.orthodb.org/?query=496219at33208	Brix domain
498535at33208	Complete	JBWBEE010000354.1	98454	101603	+	363.3	216	https://v10-1.orthodb.org/?query=498535at33208	Pre-mRNA-splicing factor Isy1
500261at33208	Complete	JBWBEE010000001.1	165310	169278	+	342.1	295	https://v10-1.orthodb.org/?query=500261at33208	Histone acetyltransferase type B catalytic subunit
500808at33208	Complete	JBWBEE010000244.1	34366	37113	+	393.9	307	https://v10-1.orthodb.org/?query=500808at33208	SET domain
501396at33208	Complete	JBWBEE010000289.1	87179	90969	+	301.3	170	https://v10-1.orthodb.org/?query=501396at33208	Pre-mRNA-splicing factor 38
501546at33208	Complete	JBWBEE010000274.1	136759	134499	-	134.7	146	https://v10-1.orthodb.org/?query=501546at33208	COP9 signalosome complex subunit 8
501788at33208	Complete	JBWBEE010001174.1	34217	42440	+	213.5	163	https://v10-1.orthodb.org/?query=501788at33208	Ribosomal protein S7 domain
502128at33208	Complete	JBWBEE010000003.1	545410	542009	-	405.9	249	https://v10-1.orthodb.org/?query=502128at33208	WD40 repeat
502407at33208	Complete	JBWBEE010000244.1	135416	126183	-	238.8	172	https://v10-1.orthodb.org/?query=502407at33208	dihydropteridine reductase
502429at33208	Complete	JBWBEE010000629.1	62917	72088	+	275.9	184	https://v10-1.orthodb.org/?query=502429at33208	GNAT domain
502584at33208	Complete	JBWBEE010000110.1	11690	7034	-	143.5	249	https://v10-1.orthodb.org/?query=502584at33208	Sarcoglycan complex subunit protein
502691at33208	Complete	JBWBEE010000752.1	57718	61957	+	354.9	206	https://v10-1.orthodb.org/?query=502691at33208	Dolichyl-phosphate mannosyltransferase subunit 1, catalytic
503333at33208	Complete	JBWBEE010000783.1	67137	64711	-	491.3	267	https://v10-1.orthodb.org/?query=503333at33208	GPN-loop GTPase
503828at33208	Complete	JBWBEE010000138.1	14608	11248	-	134.7	134	https://v10-1.orthodb.org/?query=503828at33208	Basic leucine zipper nuclear factor 1
504207at33208	Complete	JBWBEE010000014.1	63527	65893	+	447.3	310	https://v10-1.orthodb.org/?query=504207at33208	RNA 3'-terminal phosphate cyclase domain
504292at33208	Complete	JBWBEE010002170.1	7865	14043	+	204.9	178	https://v10-1.orthodb.org/?query=504292at33208	C2 domain
504691at33208	Complete	JBWBEE010000465.1	94551	95085	+	166.4	130	https://v10-1.orthodb.org/?query=504691at33208	Transmembrane protein 11
504731at33208	Complete	JBWBEE010002658.1	10055	8511	-	337.5	238	https://v10-1.orthodb.org/?query=504731at33208	Proliferating cell nuclear antigen
504912at33208	Complete	JBWBEE010000441.1	54297	50953	-	89.0	125	https://v10-1.orthodb.org/?query=504912at33208	Mitochondrial glycoprotein
505248at33208	Complete	JBWBEE010000048.1	72811	61908	-	240.4	170	https://v10-1.orthodb.org/?query=505248at33208	Small GTPase superfamily, ARF/SAR type
505718at33208	Complete	JBWBEE010003148.1	5329	4241	-	75.5	98	https://v10-1.orthodb.org/?query=505718at33208	phosphorylated adapter RNA export protein
508188at33208	Complete	JBWBEE010002231.1	15264	1971	-	287.4	230	https://v10-1.orthodb.org/?query=508188at33208	C-5 cytosine methyltransferase
508379at33208	Complete	JBWBEE010000084.1	20979	29488	+	191.8	132	https://v10-1.orthodb.org/?query=508379at33208	Mitochondrial import inner membrane translocase subunit Tim22
508986at33208	Duplicated	JBWBEE010003325.1	9061	5976	-	136.0	204	https://v10-1.orthodb.org/?query=508986at33208	Proteasome assembly chaperone 1
508986at33208	Duplicated	JBWBEE010002624.1	15539	18635	+	134.8	204	https://v10-1.orthodb.org/?query=508986at33208	Proteasome assembly chaperone 1
509494at33208	Complete	JBWBEE010001105.1	22907	19430	-	247.1	145	https://v10-1.orthodb.org/?query=509494at33208	60S ribosomal protein L18a
509816at33208	Complete	JBWBEE010000279.1	85987	82906	-	209.7	161	https://v10-1.orthodb.org/?query=509816at33208	Myc-type, basic helix-loop-helix (bHLH) domain
