Data S3. Exaiptasia diaphana (Aiptasia) F003 strain-specific gene models identified by OrthoVenn3, including orthogroup assignments and functional annotations.				
Orthologs Group ID	# Proteins	Protein ID	Swiss-Prot Hit	GO Annotation
cluster6615	3	F003|KAN1696891.1;F003|KAN1707588.1;F003|KAN1709156.1		
cluster6616	3	F003|KAN1696980.1;F003|KAN1700944.1;F003|KAN1704285.1		
cluster6617	3	F003|KAN1697013.1;F003|KAN1697244.1;F003|KAN1706469.1		
cluster6618	3	F003|KAN1697035.1;F003|KAN1698992.1;F003|KAN1700794.1		
cluster6619	3	F003|KAN1697068.1;F003|KAN1700790.1;F003|KAN1700791.1		
cluster6620	3	F003|KAN1697085.1;F003|KAN1703850.1;F003|KAN1704190.1		
cluster6621	3	F003|KAN1697169.1;F003|KAN1697608.1;F003|KAN1702326.1	Q5TJ56	GO:0046956; P:positive phototaxis; IMP:dictyBase
cluster6622	3	F003|KAN1697229.1;F003|KAN1701128.1;F003|KAN1704363.1		
cluster6623	3	F003|KAN1697302.1;F003|KAN1701080.1;F003|KAN1705828.1		
cluster6624	3	F003|KAN1697390.1;F003|KAN1699421.1;F003|KAN1713189.1		
cluster6625	3	F003|KAN1697407.1;F003|KAN1718656.1;F003|KAN1718657.1	Q0VC84	GO:0016267; P:O-glycan processing, core 1; IBA:GO_Central
cluster6626	3	F003|KAN1697416.1;F003|KAN1705324.1;F003|KAN1705896.1		
cluster6627	3	F003|KAN1697432.1;F003|KAN1701110.1;F003|KAN1705717.1		
cluster6628	3	F003|KAN1697450.1;F003|KAN1706169.1;F003|KAN1707232.1		
cluster6629	3	F003|KAN1697478.1;F003|KAN1701712.1;F003|KAN1709832.1		
cluster6630	3	F003|KAN1697606.1;F003|KAN1715516.1;F003|KAN1720069.1	F1MJW3	GO:0035725; P:sodium ion transmembrane transport; ISS:UniProtKB
cluster6631	3	F003|KAN1697628.1;F003|KAN1697801.1;F003|KAN1700384.1		
cluster6632	3	F003|KAN1697692.1;F003|KAN1700693.1;F003|KAN1708912.1		
cluster6633	3	F003|KAN1697776.1;F003|KAN1697777.1;F003|KAN1702728.1	P42527	GO:0006468; P:protein phosphorylation; IDA:dictyBase
cluster6634	3	F003|KAN1697866.1;F003|KAN1699809.1;F003|KAN1717546.1		
cluster6635	3	F003|KAN1698176.1;F003|KAN1698717.1;F003|KAN1701081.1		
cluster6636	3	F003|KAN1698222.1;F003|KAN1711888.1;F003|KAN1719576.1	P97471	GO:0042060; P:wound healing; ISO:MGI
cluster6637	3	F003|KAN1698260.1;F003|KAN1711952.1;F003|KAN1712078.1	Q84ME1	GO:0004842; F:ubiquitin-protein transferase activity; IDA:TAIR
cluster6638	3	F003|KAN1698332.1;F003|KAN1698399.1;F003|KAN1703975.1		
cluster6639	3	F003|KAN1698534.1;F003|KAN1698536.1;F003|KAN1720947.1		
cluster6640	3	F003|KAN1698551.1;F003|KAN1706268.1;F003|KAN1718272.1	P18433	GO:0050804; P:modulation of chemical synaptic transmission; IEA:Ensembl
cluster6641	3	F003|KAN1698631.1;F003|KAN1699257.1;F003|KAN1710255.1		
cluster6642	3	F003|KAN1698656.1;F003|KAN1699598.1;F003|KAN1702008.1		
cluster6643	3	F003|KAN1698710.1;F003|KAN1702733.1;F003|KAN1711414.1		
cluster6644	3	F003|KAN1698852.1;F003|KAN1700663.1;F003|KAN1700664.1	Q96Q42	GO:0035249; P:synaptic transmission, glutamatergic; IEA:Ensembl
cluster6645	3	F003|KAN1698943.1;F003|KAN1699072.1;F003|KAN1707656.1		
cluster6646	3	F003|KAN1699009.1;F003|KAN1704206.1;F003|KAN1707583.1	P07314	GO:0031638; P:zymogen activation; ISS:UniProtKB
cluster6647	3	F003|KAN1699020.1;F003|KAN1701026.1;F003|KAN1709830.1		
cluster6648	3	F003|KAN1699119.1;F003|KAN1699120.1;F003|KAN1701441.1		
cluster6649	3	F003|KAN1699135.1;F003|KAN1699136.1;F003|KAN1700351.1		
cluster6650	3	F003|KAN1699138.1;F003|KAN1701265.1;F003|KAN1714806.1		
cluster6651	3	F003|KAN1699143.1;F003|KAN1704027.1;F003|KAN1704028.1		
cluster6652	3	F003|KAN1699193.1;F003|KAN1702107.1;F003|KAN1702108.1		
cluster6653	3	F003|KAN1699221.1;F003|KAN1723744.1;F003|KAN1724032.1	Q460N5	GO:0070212; P:protein poly-ADP-ribosylation; IMP:UniProtKB
cluster6654	3	F003|KAN1699222.1;F003|KAN1712506.1;F003|KAN1721201.1		
cluster6655	3	F003|KAN1699224.1;F003|KAN1700141.1;F003|KAN1709166.1	Q8R4U0	GO:0006897; P:endocytosis; ISS:UniProtKB
cluster6656	3	F003|KAN1699303.1;F003|KAN1703563.1;F003|KAN1709860.1		
cluster6657	3	F003|KAN1699338.1;F003|KAN1699589.1;F003|KAN1703280.1		
cluster6658	3	F003|KAN1699426.1;F003|KAN1701156.1;F003|KAN1702465.1		
cluster6659	3	F003|KAN1699435.1;F003|KAN1702118.1;F003|KAN1702722.1		
cluster6660	3	F003|KAN1699468.1;F003|KAN1701446.1;F003|KAN1708419.1	Q6NUT3	GO:0008643; P:carbohydrate transport; IEA:InterPro
cluster6661	3	F003|KAN1699479.1;F003|KAN1699480.1;F003|KAN1713418.1		
cluster6662	3	F003|KAN1699678.1;F003|KAN1700797.1;F003|KAN1701319.1		
cluster6663	3	F003|KAN1699987.1;F003|KAN1702796.1;F003|KAN1704971.1	B2GV87	GO:0046627; P:negative regulation of insulin receptor signaling pathway; IDA:UniProtKB
cluster6664	3	F003|KAN1699999.1;F003|KAN1701006.1;F003|KAN1703970.1		
cluster6665	3	F003|KAN1700012.1;F003|KAN1700013.1;F003|KAN1707589.1		
cluster6666	3	F003|KAN1700078.1;F003|KAN1704499.1;F003|KAN1720289.1		
cluster6667	3	F003|KAN1700082.1;F003|KAN1700084.1;F003|KAN1721785.1	Q60Y65	GO:0006572; P:tyrosine catabolic process; ISS:UniProtKB
cluster6668	3	F003|KAN1700152.1;F003|KAN1705536.1;F003|KAN1705933.1		
cluster6669	3	F003|KAN1700213.1;F003|KAN1700214.1;F003|KAN1705948.1		
cluster6670	3	F003|KAN1700229.1;F003|KAN1700875.1;F003|KAN1704483.1	O75445	GO:0007601; P:visual perception; IEA:UniProtKB-KW
cluster6671	3	F003|KAN1700399.1;F003|KAN1702140.1;F003|KAN1702141.1		
cluster6672	3	F003|KAN1700639.1;F003|KAN1700833.1;F003|KAN1704562.1	O43854	GO:0010811; P:positive regulation of cell-substrate adhesion; IEA:Ensembl
cluster6673	3	F003|KAN1700720.1;F003|KAN1703552.1;F003|KAN1712503.1	E1CHH8	GO:0043565; F:sequence-specific DNA binding; IEA:InterPro
cluster6674	3	F003|KAN1700783.1;F003|KAN1700923.1;F003|KAN1710904.1		
cluster6675	3	F003|KAN1700930.1;F003|KAN1700931.1;F003|KAN1713530.1		
cluster6676	3	F003|KAN1701045.1;F003|KAN1701047.1;F003|KAN1716666.1	Q9BYX4	GO:0016032; P:viral process; IEA:UniProtKB-KW
cluster6677	3	F003|KAN1701088.1;F003|KAN1701089.1;F003|KAN1714798.1		
cluster6678	3	F003|KAN1701127.1;F003|KAN1705916.1;F003|KAN1705917.1	P51166	GO:0048511; P:rhythmic process; IEA:UniProtKB-KW
cluster6679	3	F003|KAN1701275.1;F003|KAN1702377.1;F003|KAN1705626.1		
cluster6680	3	F003|KAN1701851.1;F003|KAN1710786.1;F003|KAN1710798.1		
cluster6681	3	F003|KAN1702272.1;F003|KAN1706936.1;F003|KAN1706937.1	Q99715	GO:0001501; P:skeletal system development; TAS:ProtInc
cluster6682	3	F003|KAN1702303.1;F003|KAN1702865.1;F003|KAN1703840.1	Q8IZH2	GO:0016075; P:rRNA catabolic process; IMP:UniProtKB
cluster6683	3	F003|KAN1702406.1;F003|KAN1702407.1;F003|KAN1703063.1	Q80Y11	GO:0006511; P:ubiquitin-dependent protein catabolic process; ISS:UniProtKB
cluster6684	3	F003|KAN1703464.1;F003|KAN1705299.1;F003|KAN1708799.1	P54754	GO:0001655; P:urogenital system development; IMP:UniProtKB
cluster6685	3	F003|KAN1703673.1;F003|KAN1706962.1;F003|KAN1708290.1		
cluster6686	3	F003|KAN1703754.1;F003|KAN1703755.1;F003|KAN1703756.1	Q9UPY5	GO:0008542; P:visual learning; IEA:Ensembl
cluster6687	3	F003|KAN1704129.1;F003|KAN1707163.1;F003|KAN1721481.1	P0C6F1	GO:0007018; P:microtubule-based movement; IBA:GO_Central
cluster6688	3	F003|KAN1704161.1;F003|KAN1716509.1;F003|KAN1717491.1	Q5XPI3	GO:0051603; P:proteolysis involved in cellular protein catabolic process; IBA:GO_Central
cluster6689	3	F003|KAN1704758.1;F003|KAN1706278.1;F003|KAN1706280.1	Q7TN88	GO:0050982; P:detection of mechanical stimulus; IBA:GO_Central
cluster6690	3	F003|KAN1704911.1;F003|KAN1705094.1;F003|KAN1715103.1	P21448	GO:0015893; P:drug transport; IEA:Ensembl
cluster6691	3	F003|KAN1705711.1;F003|KAN1705712.1;F003|KAN1705713.1		
cluster6692	3	F003|KAN1705792.1;F003|KAN1707169.1;F003|KAN1707170.1		
cluster6693	3	F003|KAN1707361.1;F003|KAN1707362.1;F003|KAN1709230.1	I6V1W0	GO:0007344; P:pronuclear fusion; IMP:UniProtKB
cluster6694	3	F003|KAN1707375.1;F003|KAN1712930.1;F003|KAN1712931.1		
cluster6695	3	F003|KAN1707761.1;F003|KAN1707762.1;F003|KAN1707763.1	Q9NXA0	GO:0003222; P:ventricular trabecula myocardium morphogenesis; IEA:Ensembl
cluster6696	3	F003|KAN1707905.1;F003|KAN1716157.1;F003|KAN1722558.1	P35061	GO:0046982; F:protein heterodimerization activity; IEA:InterPro
cluster6697	3	F003|KAN1708288.1;F003|KAN1711106.1;F003|KAN1711107.1		
cluster6698	3	F003|KAN1708862.1;F003|KAN1715836.1;F003|KAN1720346.1		
cluster6699	3	F003|KAN1708986.1;F003|KAN1708987.1;F003|KAN1708988.1	Q5PQZ3	GO:0006829; P:zinc ion transport; ISS:UniProtKB
cluster6700	3	F003|KAN1709546.1;F003|KAN1723408.1;F003|KAN1723409.1		
cluster6701	3	F003|KAN1710347.1;F003|KAN1710348.1;F003|KAN1710349.1		
cluster6702	3	F003|KAN1711236.1;F003|KAN1718342.1;F003|KAN1719122.1		
cluster6703	3	F003|KAN1711877.1;F003|KAN1717476.1;F003|KAN1718545.1	P51954	GO:0031098; P:stress-activated protein kinase signaling cascade; IBA:GO_Central
cluster6704	3	F003|KAN1714470.1;F003|KAN1717771.1;F003|KAN1717772.1	Q7ZX53	GO:0006811; P:ion transport; IEA:UniProtKB-KW
cluster6705	3	F003|KAN1715182.1;F003|KAN1715183.1;F003|KAN1715184.1		
cluster6706	3	F003|KAN1715529.1;F003|KAN1715530.1;F003|KAN1715531.1	Q9Y5H3	GO:0007156; P:homophilic cell adhesion via plasma membrane adhesion molecules; IEA:InterPro
cluster6707	3	F003|KAN1715701.1;F003|KAN1715702.1;F003|KAN1715703.1		
cluster6708	3	F003|KAN1719528.1;F003|KAN1719529.1;F003|KAN1719530.1	Q5RCB9	GO:0006493; P:protein O-linked glycosylation; ISS:UniProtKB
cluster6709	3	F003|KAN1719700.1;F003|KAN1719701.1;F003|KAN1719702.1	Q99MH6	GO:0016055; P:Wnt signaling pathway; IEA:UniProtKB-KW
cluster6710	3	F003|KAN1722842.1;F003|KAN1722843.1;F003|KAN1722844.1		
cluster17464	2	F003|KAN1694683.1;F003|KAN1709907.1		
cluster17465	2	F003|KAN1694689.1;F003|KAN1705427.1		
cluster17466	2	F003|KAN1694692.1;F003|KAN1702378.1		
cluster17467	2	F003|KAN1694709.1;F003|KAN1705913.1		
cluster17468	2	F003|KAN1694711.1;F003|KAN1721812.1		
cluster17469	2	F003|KAN1694739.1;F003|KAN1695533.1		
cluster17470	2	F003|KAN1694758.1;F003|KAN1702621.1		
cluster17471	2	F003|KAN1694764.1;F003|KAN1695769.1	Q9UIT1	GO:0006939; P:smooth muscle contraction; TAS:ProtInc
cluster17472	2	F003|KAN1694770.1;F003|KAN1702906.1		
cluster17473	2	F003|KAN1694784.1;F003|KAN1696473.1		
cluster17474	2	F003|KAN1694793.1;F003|KAN1712079.1	F2Z461	GO:0009617; P:response to bacterium; IEP:MGI
cluster17475	2	F003|KAN1694799.1;F003|KAN1705177.1		
cluster17476	2	F003|KAN1694805.1;F003|KAN1711239.1	Q3ZT31	GO:0032801; P:receptor catabolic process; IDA:UniProtKB
cluster17477	2	F003|KAN1694811.1;F003|KAN1695276.1		
cluster17478	2	F003|KAN1694813.1;F003|KAN1714028.1		
cluster17479	2	F003|KAN1694822.1;F003|KAN1711054.1		
cluster17480	2	F003|KAN1694853.1;F003|KAN1704930.1	Q9C0D3	GO:0051438; P:regulation of ubiquitin-protein transferase activity; IBA:GO_Central
cluster17481	2	F003|KAN1694856.1;F003|KAN1709944.1	Q05793	GO:0006898; P:receptor-mediated endocytosis; IMP:ARUK-UCL
cluster17482	2	F003|KAN1694887.1;F003|KAN1700272.1		
cluster17483	2	F003|KAN1694888.1;F003|KAN1696726.1		
cluster17484	2	F003|KAN1694903.1;F003|KAN1697721.1		
cluster17485	2	F003|KAN1694913.1;F003|KAN1699406.1		
cluster17486	2	F003|KAN1694923.1;F003|KAN1696739.1		
cluster17487	2	F003|KAN1694924.1;F003|KAN1698076.1		
cluster17488	2	F003|KAN1694926.1;F003|KAN1710850.1	Q5VT06	GO:0034453; P:microtubule anchoring; IEA:InterPro
cluster17489	2	F003|KAN1694929.1;F003|KAN1696738.1		
cluster17490	2	F003|KAN1694936.1;F003|KAN1698307.1	Q9UFJ4	GO:0007368; P:determination of left/right symmetry; IEA:Ensembl
cluster17491	2	F003|KAN1694948.1;F003|KAN1699137.1		
cluster17492	2	F003|KAN1694953.1;F003|KAN1694973.1		
cluster17493	2	F003|KAN1694967.1;F003|KAN1699706.1		
cluster17494	2	F003|KAN1694972.1;F003|KAN1698641.1		
cluster17495	2	F003|KAN1694980.1;F003|KAN1716741.1	Q9FHN8	GO:0048629; P:trichome patterning; IMP:UniProtKB
cluster17496	2	F003|KAN1694984.1;F003|KAN1695961.1		
cluster17497	2	F003|KAN1694991.1;F003|KAN1697268.1	Q9BXI3	GO:0046135; P:pyrimidine nucleoside catabolic process; TAS:Reactome
cluster17498	2	F003|KAN1694995.1;F003|KAN1695032.1		
cluster17499	2	F003|KAN1695008.1;F003|KAN1722181.1	Q99KP7	GO:0045218; P:zonula adherens maintenance; ISS:UniProtKB
cluster17500	2	F003|KAN1695011.1;F003|KAN1716091.1	O14795	GO:0016082; P:synaptic vesicle priming; ISS:ParkinsonsUK-UCL
cluster17501	2	F003|KAN1695057.1;F003|KAN1700130.1	B3EWZ6	GO:0016020; C:membrane; IEA:InterPro
cluster17502	2	F003|KAN1695067.1;F003|KAN1698132.1		
cluster17503	2	F003|KAN1695077.1;F003|KAN1704052.1		
cluster17504	2	F003|KAN1695093.1;F003|KAN1701223.1	Q69Z98	GO:0010975; P:regulation of neuron projection development; IGI:ARUK-UCL
cluster17505	2	F003|KAN1695116.1;F003|KAN1709010.1	Q9NW08	GO:0006383; P:transcription by RNA polymerase III; IEA:GOC
cluster17506	2	F003|KAN1695146.1;F003|KAN1695400.1	P22671	GO:0007601; P:visual perception; IEA:UniProtKB-KW
cluster17507	2	F003|KAN1695167.1;F003|KAN1699107.1		
cluster17508	2	F003|KAN1695170.1;F003|KAN1716417.1	P22933	GO:0007165; P:signal transduction; IBA:GO_Central
cluster17509	2	F003|KAN1695179.1;F003|KAN1702900.1		
cluster17510	2	F003|KAN1695214.1;F003|KAN1702704.1		
cluster17511	2	F003|KAN1695255.1;F003|KAN1699448.1	Q8AXC6	GO:0038109; P:Kit signaling pathway; IEA:InterPro
cluster17512	2	F003|KAN1695318.1;F003|KAN1721204.1		
cluster17513	2	F003|KAN1695322.1;F003|KAN1698866.1		
cluster17514	2	F003|KAN1695341.1;F003|KAN1708128.1		
cluster17515	2	F003|KAN1695359.1;F003|KAN1696377.1	Q56YN8	GO:0007062; P:sister chromatid cohesion; IMP:TAIR
cluster17516	2	F003|KAN1695382.1;F003|KAN1707871.1	Q24278	GO:0001666; P:response to hypoxia; IMP:FlyBase
cluster17517	2	F003|KAN1695388.1;F003|KAN1707016.1	P17717	GO:0008194; F:UDP-glycosyltransferase activity; IBA:GO_Central
cluster17518	2	F003|KAN1695471.1;F003|KAN1722246.1		
cluster17519	2	F003|KAN1695483.1;F003|KAN1720290.1	E9Q8T7	GO:0007288; P:sperm axoneme assembly; ISO:MGI
cluster17520	2	F003|KAN1695494.1;F003|KAN1718452.1		
cluster17521	2	F003|KAN1695516.1;F003|KAN1706696.1	Q9UFJ4	GO:0007368; P:determination of left/right symmetry; IEA:Ensembl
cluster17522	2	F003|KAN1695530.1;F003|KAN1697576.1		
cluster17523	2	F003|KAN1695576.1;F003|KAN1696058.1		
cluster17524	2	F003|KAN1695582.1;F003|KAN1699610.1	Q91WB6	GO:0042391; P:regulation of membrane potential; IBA:GO_Central
cluster17525	2	F003|KAN1695612.1;F003|KAN1697527.1		
cluster17526	2	F003|KAN1695622.1;F003|KAN1695623.1		
cluster17527	2	F003|KAN1695632.1;F003|KAN1703692.1		
cluster17528	2	F003|KAN1695643.1;F003|KAN1706392.1		
cluster17529	2	F003|KAN1695648.1;F003|KAN1695678.1	Q2KJJ0	GO:0000244; P:spliceosomal tri-snRNP complex assembly; IBA:GO_Central
cluster17530	2	F003|KAN1695651.1;F003|KAN1695652.1		
cluster17531	2	F003|KAN1695685.1;F003|KAN1700019.1		
cluster17532	2	F003|KAN1695717.1;F003|KAN1698585.1		
cluster17533	2	F003|KAN1695724.1;F003|KAN1706211.1	Q9GLP1	GO:0007596; P:blood coagulation; IEA:UniProtKB-KW
cluster17534	2	F003|KAN1695726.1;F003|KAN1696521.1		
cluster17535	2	F003|KAN1695775.1;F003|KAN1712502.1		
cluster17536	2	F003|KAN1695812.1;F003|KAN1711759.1	Q8N3X4	GO:0003676; F:nucleic acid binding; IEA:InterPro
cluster17537	2	F003|KAN1695830.1;F003|KAN1712479.1		
cluster17538	2	F003|KAN1695850.1;F003|KAN1704293.1	Q9D7P6	GO:0016226; P:iron-sulfur cluster assembly; IEA:InterPro
cluster17539	2	F003|KAN1695860.1;F003|KAN1724748.1		
cluster17540	2	F003|KAN1695870.1;F003|KAN1700682.1		
cluster17541	2	F003|KAN1695874.1;F003|KAN1700620.1		
cluster17542	2	F003|KAN1695879.1;F003|KAN1701241.1		
cluster17543	2	F003|KAN1695886.1;F003|KAN1722367.1		
cluster17544	2	F003|KAN1695943.1;F003|KAN1705002.1		
cluster17545	2	F003|KAN1695977.1;F003|KAN1696277.1	A6H751	GO:0006730; P:one-carbon metabolic process; IEA:UniProtKB-KW
cluster17546	2	F003|KAN1696004.1;F003|KAN1717932.1	P12263	GO:0030168; P:platelet activation; IEA:InterPro
cluster17547	2	F003|KAN1696031.1;F003|KAN1713080.1		
cluster17548	2	F003|KAN1696077.1;F003|KAN1697034.1	Q9W0E8	GO:0051438; P:regulation of ubiquitin-protein transferase activity; IBA:GO_Central
cluster17549	2	F003|KAN1696142.1;F003|KAN1721981.1	F6Z5C0	GO:0006511; P:ubiquitin-dependent protein catabolic process; IEA:InterPro
cluster17550	2	F003|KAN1696148.1;F003|KAN1714379.1	F8U830	GO:0016055; P:Wnt signaling pathway; IEA:UniProtKB-KW
cluster17551	2	F003|KAN1696161.1;F003|KAN1701168.1		
cluster17552	2	F003|KAN1696162.1;F003|KAN1705809.1		
cluster17553	2	F003|KAN1696167.1;F003|KAN1698618.1		
cluster17554	2	F003|KAN1696216.1;F003|KAN1721142.1		
cluster17555	2	F003|KAN1696255.1;F003|KAN1722123.1	Q0IIF7	GO:0006511; P:ubiquitin-dependent protein catabolic process; IEA:InterPro
cluster17556	2	F003|KAN1696263.1;F003|KAN1717424.1	Q7LZ61	GO:0090729; F:toxin activity; IEA:UniProtKB-KW
cluster17557	2	F003|KAN1696273.1;F003|KAN1707943.1	O60673	GO:0090305; P:nucleic acid phosphodiester bond hydrolysis; IEA:GOC
cluster17558	2	F003|KAN1696283.1;F003|KAN1702631.1		
cluster17559	2	F003|KAN1696285.1;F003|KAN1705045.1	A0JND9	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW
cluster17560	2	F003|KAN1696341.1;F003|KAN1696342.1	D3Z5L6	GO:0055085; P:transmembrane transport; IEA:InterPro
cluster17561	2	F003|KAN1696348.1;F003|KAN1699779.1		
cluster17562	2	F003|KAN1696366.1;F003|KAN1712382.1		
cluster17563	2	F003|KAN1696368.1;F003|KAN1714910.1	Q8VCV9	GO:0006814; P:sodium ion transport; IEA:UniProtKB-KW
cluster17564	2	F003|KAN1696385.1;F003|KAN1714923.1	Q5ZIW1	GO:0006264; P:mitochondrial DNA replication; ISS:UniProtKB
cluster17565	2	F003|KAN1696415.1;F003|KAN1715378.1		
cluster17566	2	F003|KAN1696444.1;F003|KAN1724303.1		
cluster17567	2	F003|KAN1696446.1;F003|KAN1703538.1		
cluster17568	2	F003|KAN1696481.1;F003|KAN1709048.1		
cluster17569	2	F003|KAN1696482.1;F003|KAN1698741.1	A7MB11	GO:0016192; P:vesicle-mediated transport; IEA:InterPro
cluster17570	2	F003|KAN1696498.1;F003|KAN1697536.1	Q7TSQ8	GO:0016491; F:oxidoreductase activity; IBA:GO_Central
cluster17571	2	F003|KAN1696537.1;F003|KAN1707521.1		
cluster17572	2	F003|KAN1696605.1;F003|KAN1697341.1		
cluster17573	2	F003|KAN1696608.1;F003|KAN1697947.1		
cluster17574	2	F003|KAN1696612.1;F003|KAN1701548.1		
cluster17575	2	F003|KAN1696622.1;F003|KAN1713488.1	Q9H4G4	GO:0070374; P:positive regulation of ERK1 and ERK2 cascade; IDA:UniProtKB
cluster17576	2	F003|KAN1696656.1;F003|KAN1702150.1		
cluster17577	2	F003|KAN1696670.1;F003|KAN1698678.1	Q8WZB3	GO:0006941; P:striated muscle contraction; TAS:UniProtKB
cluster17578	2	F003|KAN1696681.1;F003|KAN1717619.1	P50947	GO:2001159; P:regulation of protein localization by the Cvt pathway; IMP:SGD
cluster17579	2	F003|KAN1696701.1;F003|KAN1697275.1		
cluster17580	2	F003|KAN1696709.1;F003|KAN1696710.1	P24664	GO:0004252; F:serine-type endopeptidase activity; IEA:InterPro
cluster17581	2	F003|KAN1696764.1;F003|KAN1706079.1		
cluster17582	2	F003|KAN1696813.1;F003|KAN1698898.1		
cluster17583	2	F003|KAN1696826.1;F003|KAN1698151.1	Q4FZZ1	GO:0042391; P:regulation of membrane potential; IBA:GO_Central
cluster17584	2	F003|KAN1696827.1;F003|KAN1698152.1	Q9UNF1	GO:0070294; P:renal sodium ion absorption; IMP:UniProtKB
cluster17585	2	F003|KAN1696835.1;F003|KAN1706406.1		
cluster17586	2	F003|KAN1696843.1;F003|KAN1696862.1	E1BYJ2	GO:0009411; P:response to UV; IBA:GO_Central
cluster17587	2	F003|KAN1696850.1;F003|KAN1706407.1	Q5XG41	GO:0006633; P:fatty acid biosynthetic process; IEA:UniProtKB-UniPathway
cluster17588	2	F003|KAN1696856.1;F003|KAN1699533.1	O94829	GO:0006606; P:protein import into nucleus; IDA:MGI
cluster17589	2	F003|KAN1696870.1;F003|KAN1707086.1		
cluster17590	2	F003|KAN1696903.1;F003|KAN1703671.1		
cluster17591	2	F003|KAN1696943.1;F003|KAN1705081.1		
cluster17592	2	F003|KAN1697051.1;F003|KAN1702980.1		
cluster17593	2	F003|KAN1697080.1;F003|KAN1706358.1		
cluster17594	2	F003|KAN1697107.1;F003|KAN1697310.1		
cluster17595	2	F003|KAN1697197.1;F003|KAN1706218.1	Q8WUF8	GO:0008380; P:RNA splicing; IEA:UniProtKB-KW
cluster17596	2	F003|KAN1697223.1;F003|KAN1703937.1	Q14008	GO:0007051; P:spindle organization; IMP:UniProtKB
cluster17597	2	F003|KAN1697231.1;F003|KAN1708085.1		
cluster17598	2	F003|KAN1697233.1;F003|KAN1698497.1	Q9QYM7	GO:0009650; P:UV protection; IEA:Ensembl
cluster17599	2	F003|KAN1697344.1;F003|KAN1707614.1		
cluster17600	2	F003|KAN1697406.1;F003|KAN1703104.1		
cluster17601	2	F003|KAN1697410.1;F003|KAN1707075.1		
cluster17602	2	F003|KAN1697451.1;F003|KAN1698833.1		
cluster17603	2	F003|KAN1697460.1;F003|KAN1709154.1		
cluster17604	2	F003|KAN1697468.1;F003|KAN1709862.1		
cluster17605	2	F003|KAN1697470.1;F003|KAN1701687.1	A7SFP1	
cluster17606	2	F003|KAN1697473.1;F003|KAN1705676.1		
cluster17607	2	F003|KAN1697474.1;F003|KAN1697528.1		
cluster17608	2	F003|KAN1697488.1;F003|KAN1708139.1		
cluster17609	2	F003|KAN1697493.1;F003|KAN1700674.1		
cluster17610	2	F003|KAN1697500.1;F003|KAN1701754.1		
cluster17611	2	F003|KAN1697515.1;F003|KAN1712313.1		
cluster17612	2	F003|KAN1697522.1;F003|KAN1699509.1		
cluster17613	2	F003|KAN1697530.1;F003|KAN1706224.1		
cluster17614	2	F003|KAN1697535.1;F003|KAN1700338.1	Q9QZZ4	GO:0007605; P:sensory perception of sound; IMP:MGI
cluster17615	2	F003|KAN1697568.1;F003|KAN1704803.1		
cluster17616	2	F003|KAN1697639.1;F003|KAN1709810.1		
cluster17617	2	F003|KAN1697644.1;F003|KAN1705202.1	Q19791	GO:0015031; P:protein transport; IEA:UniProtKB-KW
cluster17618	2	F003|KAN1697647.1;F003|KAN1697654.1	Q7L6B3	GO:0036466; P:synaptic vesicle recycling via endosome; IEA:Ensembl
cluster17619	2	F003|KAN1697676.1;F003|KAN1711046.1	O43854	GO:0010811; P:positive regulation of cell-substrate adhesion; IEA:Ensembl
cluster17620	2	F003|KAN1697699.1;F003|KAN1698240.1		
cluster17621	2	F003|KAN1697702.1;F003|KAN1720424.1		
cluster17622	2	F003|KAN1697705.1;F003|KAN1710067.1	Q7SY48	GO:0043487; P:regulation of RNA stability; IMP:ZFIN
cluster17623	2	F003|KAN1697780.1;F003|KAN1697962.1		
cluster17624	2	F003|KAN1697814.1;F003|KAN1713452.1		
cluster17625	2	F003|KAN1697840.1;F003|KAN1706963.1		
cluster17626	2	F003|KAN1697859.1;F003|KAN1706645.1		
cluster17627	2	F003|KAN1698001.1;F003|KAN1701421.1	Q96CG8	GO:0060071; P:Wnt signaling pathway, planar cell polarity pathway; IEA:Ensembl
cluster17628	2	F003|KAN1698041.1;F003|KAN1700005.1		
cluster17629	2	F003|KAN1698053.1;F003|KAN1722223.1		
cluster17630	2	F003|KAN1698071.1;F003|KAN1706359.1		
cluster17631	2	F003|KAN1698175.1;F003|KAN1705040.1		
cluster17632	2	F003|KAN1698200.1;F003|KAN1715410.1		
cluster17633	2	F003|KAN1698215.1;F003|KAN1702460.1		
cluster17634	2	F003|KAN1698256.1;F003|KAN1702966.1		
cluster17635	2	F003|KAN1698257.1;F003|KAN1702967.1		
cluster17636	2	F003|KAN1698276.1;F003|KAN1704459.1		
cluster17637	2	F003|KAN1698324.1;F003|KAN1700847.1		
cluster17638	2	F003|KAN1698326.1;F003|KAN1700849.1		
cluster17639	2	F003|KAN1698329.1;F003|KAN1701688.1	Q8NBR7	GO:0016567; P:protein ubiquitination; TAS:Reactome
cluster17640	2	F003|KAN1698350.1;F003|KAN1698519.1		
cluster17641	2	F003|KAN1698370.1;F003|KAN1701350.1		
cluster17642	2	F003|KAN1698444.1;F003|KAN1698567.1		
cluster17643	2	F003|KAN1698446.1;F003|KAN1704844.1		
cluster17644	2	F003|KAN1698478.1;F003|KAN1704207.1		
cluster17645	2	F003|KAN1698537.1;F003|KAN1698538.1		
